stage,component,recipient,eur,status
2 suppliers,Cyprus suppliers' value added (C20),CY,0.001038675560760674,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),CZ,1.3788296130157952e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),DE,1.8247237952082844e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),DK,6.894148065078976e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),EL,1.675277979814191e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),ES,4.4811962423013335e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),FI,1.3788296130157952e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),FR,2.7576592260315904e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),HU,3.447074032539488e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),IE,1.0341222097618462e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),IT,4.4811962423013335e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),JP,3.447074032539488e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),LV,3.447074032539488e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),NL,1.3788296130157952e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),OFFSHO,1.2791048484475673e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),PT,6.894148065078976e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),RU,1.7924784969205334e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),SE,6.894148065078976e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),SK,1.0341222097618462e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),UK,1.41330035334119e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),US,4.4811962423013335e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),WORLD_UNALLOCATED,1.1562470276988015e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C20),ZA,3.447074032539488e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),AT,6.48186979694952e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),AU,1.8519627991284343e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),BE,1.3889720993463258e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),BR,9.259813995642172e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),CA,1.8519627991284343e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),CH,1.1111776794770604e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),CONFIDENTIAL_PARTNERS,1.2061673968973796e-06,illustrative
2 suppliers,Cyprus suppliers' value added (C21),CY,3.0327958146802163e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),CZ,3.7039255982568686e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),DE,6.571408972761746e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),DK,1.8519627991284343e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),EL,4.500269601882096e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),ES,1.2037758194334821e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),FI,3.7039255982568686e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),FR,7.407851196513737e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),HU,9.259813995642172e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),IE,2.777944198692651e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),IT,1.2037758194334821e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),JP,9.259813995642172e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),LV,9.259813995642172e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),NL,3.7039255982568686e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),OFFSHO,4.6221468510413636e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),PT,1.8519627991284343e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),RU,4.8151032777339286e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),SE,1.8519627991284343e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),SK,2.777944198692651e-10,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),UK,3.79652373821329e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),US,1.2037758194334821e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),WORLD_UNALLOCATED,4.178190368514599e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C21),ZA,9.259813995642172e-11,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),AT,4.808620826463939e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),AU,1.3738916647039826e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),BE,1.0304187485279867e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),BR,6.869458323519913e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),CA,1.3738916647039826e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),CH,8.243349988223894e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),CONFIDENTIAL_PARTNERS,2.4524400741909692e-05,illustrative
2 suppliers,Cyprus suppliers' value added (C22),CY,0.0013886405824885067,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),CZ,2.747783329407965e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),DE,1.00608776613157e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),DK,1.3738916647039826e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),EL,3.3385567452306778e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),ES,8.930295820575886e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),FI,2.747783329407965e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),FR,5.49556665881593e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),HU,6.869458323519913e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),IE,2.0608374970559734e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),IT,8.930295820575886e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),JP,6.869458323519913e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),LV,6.869458323519913e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),NL,2.747783329407965e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),OFFSHO,6.8054444754917905e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),PT,1.3738916647039826e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),RU,3.5721183282303543e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),SE,1.3738916647039826e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),SK,2.0608374970559734e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),UK,2.8164779126431633e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),US,8.930295820575886e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),WORLD_UNALLOCATED,6.151782597421031e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C22),ZA,6.869458323519913e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),AT,4.4911863143277236e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),AU,1.283196089807921e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),BE,9.623970673559408e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),BR,6.415980449039605e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),CA,1.283196089807921e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),CH,7.699176538847526e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),CONFIDENTIAL_PARTNERS,5.6127737942624765e-05,illustrative
2 suppliers,Cyprus suppliers' value added (C23),CY,0.001846854874644431,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),CZ,2.566392179615842e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),DE,2.9184835669198066e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),DK,1.283196089807921e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),EL,3.118166498233248e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),ES,8.340774583751485e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),FI,2.566392179615842e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),FR,5.132784359231684e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),HU,6.415980449039605e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),IE,1.9247941347118816e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),IT,8.340774583751485e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),JP,6.415980449039605e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),LV,6.415980449039605e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),NL,2.566392179615842e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),OFFSHO,2.0413257698597493e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),PT,1.283196089807921e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),RU,3.336309833500594e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),SE,1.283196089807921e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),SK,1.9247941347118816e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),UK,2.6305519841062376e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),US,8.340774583751485e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),WORLD_UNALLOCATED,1.8452567487567106e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C23),ZA,6.415980449039605e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),AT,1.1831977678949664e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),AU,3.380565051128476e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),BE,2.535423788346357e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),BR,1.690282525564238e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),CA,3.380565051128476e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),CH,2.0283390306770855e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),CONFIDENTIAL_PARTNERS,2.076850139160779e-06,illustrative
2 suppliers,Cyprus suppliers' value added (C24),CY,0.0006093804771902812,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),CZ,6.761130102256952e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),DE,1.1831977678949664e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),DK,3.380565051128476e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),EL,8.214773074242197e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),ES,2.1973672832335086e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),FI,6.761130102256952e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),FR,1.3522260204513904e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),HU,1.690282525564238e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),IE,5.070847576692714e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),IT,2.1973672832335086e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),JP,1.690282525564238e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),LV,1.690282525564238e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),NL,6.761130102256952e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),PT,3.380565051128476e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),RU,8.789469132934034e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),SE,3.380565051128476e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),SK,5.070847576692714e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),UK,6.930158354813375e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),US,2.1973672832335086e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),WORLD_UNALLOCATED,3.262345607554324e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C24),ZA,1.690282525564238e-09,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),AT,1.1160236749375919e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),AU,3.1886390712502625e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),BE,2.391479303437697e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),BR,1.5943195356251313e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),CA,3.1886390712502625e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),CH,1.9131834427501574e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),CONFIDENTIAL_PARTNERS,1.9589404134225994e-05,illustrative
2 suppliers,Cyprus suppliers' value added (C25),CY,0.004954516920295851,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),CZ,6.377278142500525e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),DE,1.1160236749375919e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),DK,3.1886390712502625e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),EL,7.748392943138139e-06,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),ES,2.0726153963126707e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),FI,6.377278142500525e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),FR,1.275455628500105e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),HU,1.5943195356251313e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),IE,4.7829586068753935e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),IT,2.0726153963126707e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),JP,1.5943195356251313e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),LV,1.5943195356251313e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),NL,6.377278142500525e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),PT,3.1886390712502625e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),RU,8.290461585250683e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),SE,3.1886390712502625e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),SK,4.7829586068753935e-08,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),UK,6.536710096063037e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),US,2.0726153963126707e-07,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),WORLD_UNALLOCATED,2.3163358983223354e-05,illustrative
2 suppliers,Foreign income from Cypriot suppliers (C25),ZA,1.5943195356251313e-08,illustrative
